District,Crop,Season,Year,Area_Cultivated,Rainfall,Temperature,Population,Production,Demand
West Godavari,Rice,Kharif,2016,43276,480.32,27.64,4300000,116219.03,572563.52
Anantapur,Chilies,Kharif,2010,49322,788.31,29.98,3300000,120686.2,18640.9
Chittoor,Rice,Summer,2015,3339,696.2,37.18,2000000,14704.67,293468.9
Anantapur,Groundnut,Summer,2017,17246,651.1,37.06,3300000,25473.55,64108.89
West Godavari,Groundnut,Kharif,2012,9109,905.31,24.89,4300000,14732.67,72998.04
Krishna,Maize,Kharif,2023,24758,921.46,24.96,4200000,110672.33,216916.64
Krishna,Maize,Rabi,2018,24091,341.33,24.61,4200000,90079.91,265285.32
Vizianagaram,Rice,Rabi,2019,44056,604.87,34.62,3300000,142188.18,434283.31
Prakasam,Sugarcane,Rabi,2011,14317,670.59,22.1,3300000,1107762.11,869185.57
Sri Potti Sriramulu Nellore,Maize,Summer,2023,17762,387.2,24.03,3100000,65792.49,136008.11
Sri Potti Sriramulu Nellore,Maize,Rabi,2015,4465,512.31,30.61,3100000,18728.1,220032.21
East Godavari,Groundnut,Summer,2021,26622,346.48,25.96,2100000,40297.02,41856.51
East Godavari,Sugarcane,Summer,2010,7800,1196.62,23.48,2100000,554013.29,397713.87
East Godavari,Chilies,Summer,2021,36539,962.9,27.76,2100000,87519.33,12916.26
Guntur,Rice,Summer,2020,37651,378.71,26.39,2100000,147912.7,199141.81
Srikakulam,Maize,Rabi,2011,3600,318.22,30.18,3000000,18380.3,173344.04
Kurnool,Sugarcane,Kharif,2022,6518,947.36,37.67,4200000,535916.6,911333.46
Srikakulam,Sugarcane,Kharif,2014,20627,695.27,23.99,3000000,1137028.01,577454.39
Anantapur,Rice,Kharif,2010,30369,1008.12,27.96,3300000,121500.75,331465.78
Srikakulam,Sugarcane,Rabi,2017,32445,1131.13,36.91,3000000,2496876.27,659511.04
Guntur,Sugarcane,Kharif,2010,17689,839.37,36.03,2100000,1346731.62,437771.14
Vizianagaram,Sugarcane,Rabi,2022,16923,468.4,28.31,3300000,1170923.93,704288.01
Anantapur,Maize,Rabi,2018,39469,1003.97,33.18,3300000,116430.13,216942.7
Srikakulam,Rice,Rabi,2019,31403,1160.23,23.41,3000000,139684.25,275359.78
Guntur,Sugarcane,Kharif,2020,1958,822.21,33.4,2100000,166000.88,520519.86
Kurnool,Sugarcane,Kharif,2012,41363,913.8,37.57,4200000,2872492.32,1070756.77
Srikakulam,Maize,Kharif,2021,4538,603.73,30.6,3000000,14433.54,204219.14
Guntur,Rice,Summer,2011,24404,643.37,29.98,2100000,102042.7,292557.09
East Godavari,Groundnut,Rabi,2010,10983,961.19,25.0,2100000,15789.21,38264.77
Sri Potti Sriramulu Nellore,Maize,Summer,2018,36371,1134.99,32.14,3100000,135892.0,139001.29
East Godavari,Rice,Rabi,2013,25642,866.09,31.45,2100000,98652.54,258371.34
Sri Potti Sriramulu Nellore,Sugarcane,Kharif,2021,14467,1010.86,32.43,3100000,1169864.79,824501.78
YSR Kadapa,Rice,Rabi,2010,1205,454.47,22.42,3300000,3111.27,326907.41
Chittoor,Rice,Rabi,2010,28409,490.76,30.78,2000000,115393.62,233618.61
Chittoor,Chilies,Summer,2016,13442,778.83,31.52,2000000,30657.55,13405.68
Chittoor,Rice,Rabi,2011,27290,458.9,25.32,2000000,100627.51,267450.44
Kurnool,Groundnut,Kharif,2016,27108,871.5,25.33,4200000,36719.87,105644.63
East Godavari,Rice,Rabi,2021,6691,562.49,26.42,2100000,18708.6,179581.79
YSR Kadapa,Groundnut,Rabi,2016,39909,1012.38,33.39,3300000,45591.55,55139.75
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2019,20504,1027.3,31.7,3100000,1005715.36,664585.26
Guntur,Groundnut,Summer,2023,31162,717.41,35.53,2100000,38510.44,34384.61
Anantapur,Sugarcane,Rabi,2018,40496,462.73,26.73,3300000,2683919.08,945714.68
Guntur,Sugarcane,Rabi,2022,39798,882.1,36.59,2100000,2357357.4,341922.53
Anantapur,Groundnut,Summer,2016,22551,1193.51,33.9,3300000,29949.56,54168.11
Krishna,Maize,Summer,2022,14383,860.33,28.32,4200000,53750.51,192303.12
Guntur,Cotton,Summer,2023,17496,332.2,23.52,2100000,12386.57,26017.12
Srikakulam,Rice,Summer,2010,42716,315.56,26.11,3000000,169655.32,353726.37
Srikakulam,Chilies,Kharif,2021,10088,588.33,37.31,3000000,20075.85,18924.61
Prakasam,Cotton,Kharif,2022,47982,476.21,26.97,3300000,27315.05,47041.12
East Godavari,Rice,Rabi,2017,28444,1031.75,27.28,2100000,83227.24,234877.01
Anantapur,Rice,Kharif,2017,25734,1060.33,25.03,3300000,101399.23,274135.35
Anantapur,Sugarcane,Rabi,2013,42745,532.76,34.91,3300000,2634762.56,880735.44
West Godavari,Rice,Kharif,2022,35571,593.08,26.41,4300000,155882.71,588401.3
Vizianagaram,Chilies,Summer,2017,27415,512.62,27.28,3300000,61826.22,13776.21
East Godavari,Rice,Summer,2013,16389,1117.54,28.63,2100000,50131.44,203698.85
Kurnool,Groundnut,Kharif,2017,28744,752.38,28.94,4200000,43540.52,112511.09
Prakasam,Cotton,Kharif,2014,19682,890.52,28.58,3300000,17325.57,35089.19
Kurnool,Groundnut,Rabi,2013,46038,673.93,30.06,4200000,56351.86,94991.9
Kurnool,Chilies,Rabi,2015,35310,867.91,35.03,4200000,59865.46,28900.68
Kurnool,Rice,Rabi,2011,8259,647.27,35.11,4200000,29030.05,363818.14
YSR Kadapa,Chilies,Summer,2021,46168,605.71,34.77,3300000,115875.85,21022.63
East Godavari,Sugarcane,Summer,2011,13546,871.03,23.62,2100000,859472.51,399205.41
Kurnool,Groundnut,Summer,2011,3154,831.96,34.79,4200000,4453.19,70883.9
Srikakulam,Groundnut,Summer,2018,9766,564.18,23.92,3000000,11929.74,75824.91
Vizianagaram,Maize,Rabi,2023,49517,434.41,24.0,3300000,209145.0,146023.12
Vizianagaram,Rice,Summer,2019,12230,631.72,37.17,3300000,48972.79,436558.68
Chittoor,Sugarcane,Summer,2012,18765,673.68,35.11,2000000,1266768.39,376757.51
Krishna,Groundnut,Summer,2019,6902,865.82,30.84,4200000,11907.5,70052.51
Anantapur,Groundnut,Summer,2013,2222,1123.08,36.0,3300000,2938.25,57387.54
West Godavari,Sugarcane,Kharif,2019,28050,332.57,37.83,4300000,2207348.34,1194444.69
Anantapur,Chilies,Rabi,2021,35269,519.29,31.77,3300000,60310.46,17484.68
Krishna,Chilies,Rabi,2017,10050,474.34,31.81,4200000,23484.63,21243.32
West Godavari,Rice,Summer,2013,49976,752.06,34.07,4300000,209616.7,491850.84
YSR Kadapa,Maize,Kharif,2020,4574,686.73,25.71,3300000,21564.29,205103.71
East Godavari,Groundnut,Rabi,2019,37497,956.13,24.67,2100000,46643.47,34690.81
Guntur,Maize,Rabi,2019,12157,518.17,34.15,2100000,54295.58,150016.86
East Godavari,Chilies,Summer,2022,20575,835.05,27.52,2100000,42101.56,15444.84
Anantapur,Chilies,Summer,2016,41244,1095.47,24.16,3300000,106543.33,18019.89
Anantapur,Cotton,Rabi,2014,18945,1119.61,27.04,3300000,13897.23,35931.73
West Godavari,Rice,Rabi,2018,15962,1162.91,27.74,4300000,64959.4,608446.54
West Godavari,Cotton,Kharif,2013,36290,995.94,37.44,4300000,26768.86,47322.29
YSR Kadapa,Cotton,Rabi,2012,36159,1115.39,33.17,3300000,27137.03,46177.99
Krishna,Cotton,Rabi,2022,25852,511.08,30.49,4200000,15854.42,34433.11
Kurnool,Rice,Summer,2011,31684,477.82,37.5,4200000,93571.99,479957.28
East Godavari,Rice,Rabi,2010,45842,305.84,36.45,2100000,128147.51,308007.07
West Godavari,Sugarcane,Summer,2020,12796,936.16,30.19,4300000,712563.48,840188.4
Sri Potti Sriramulu Nellore,Maize,Rabi,2015,25450,1143.72,36.49,3100000,71810.73,152877.8
Krishna,Maize,Rabi,2019,35846,468.24,28.47,4200000,168658.08,260628.08
Srikakulam,Sugarcane,Rabi,2011,46037,873.25,25.69,3000000,3160583.28,869000.17
YSR Kadapa,Sugarcane,Kharif,2017,48130,971.81,25.72,3300000,3983962.57,619818.92
Anantapur,Chilies,Summer,2015,18504,1134.85,32.6,3300000,39507.16,23845.07
Krishna,Cotton,Kharif,2021,46728,882.17,30.02,4200000,44814.12,53092.31
East Godavari,Sugarcane,Rabi,2021,31041,1173.26,32.54,2100000,2177778.52,627955.91
West Godavari,Groundnut,Kharif,2014,11715,610.21,32.98,4300000,13292.27,113134.82
Anantapur,Maize,Summer,2022,22803,614.94,22.36,3300000,97602.15,209130.96
Guntur,Sugarcane,Rabi,2011,4370,788.71,22.86,2100000,338526.96,575581.53
YSR Kadapa,Groundnut,Kharif,2016,2908,645.15,30.52,3300000,4693.09,60891.48
Krishna,Groundnut,Kharif,2011,38075,301.28,25.06,4200000,67438.54,122823.95
Prakasam,Groundnut,Summer,2022,22134,958.59,32.12,3300000,37812.6,60450.51
Anantapur,Chilies,Kharif,2023,45065,976.55,30.83,3300000,86486.9,13496.49
East Godavari,Chilies,Summer,2014,4587,972.28,31.37,2100000,10930.47,13529.25
Chittoor,Groundnut,Rabi,2011,31023,610.52,26.84,2000000,51889.31,37168.67
Sri Potti Sriramulu Nellore,Chilies,Rabi,2020,46153,770.06,32.24,3100000,71280.54,20632.47
Visakhapatnam,Cotton,Kharif,2019,3413,623.98,35.27,3600000,2795.72,48834.98
Kurnool,Groundnut,Rabi,2020,26038,314.43,37.97,4200000,44413.02,81117.92
Visakhapatnam,Cotton,Rabi,2020,23555,806.2,35.42,3600000,19446.5,30985.35
East Godavari,Cotton,Kharif,2011,11952,411.38,30.92,2100000,12137.66,24162.07
Srikakulam,Groundnut,Rabi,2016,4457,372.04,25.09,3000000,5086.96,85389.18
Srikakulam,Maize,Kharif,2018,9464,979.95,32.9,3000000,42905.73,208965.57
Chittoor,Groundnut,Summer,2014,2150,308.56,37.0,2000000,3852.81,35278.31
Kurnool,Groundnut,Summer,2016,48305,1163.11,25.39,4200000,81267.75,123929.26
Prakasam,Chilies,Summer,2013,33264,763.73,26.1,3300000,61960.92,16248.61
Chittoor,Groundnut,Kharif,2011,41222,1184.71,24.38,2000000,57584.34,41782.95
Vizianagaram,Maize,Kharif,2012,48553,352.2,33.79,3300000,204299.47,149215.3
Visakhapatnam,Chilies,Rabi,2011,45349,825.18,28.5,3600000,85098.2,19160.32
Chittoor,Rice,Rabi,2014,33786,614.39,23.0,2000000,145438.06,248989.75
Visakhapatnam,Rice,Rabi,2015,10808,1059.13,36.0,3600000,28974.67,415531.72
Anantapur,Cotton,Rabi,2016,39345,625.1,30.92,3300000,34104.07,45516.16
Srikakulam,Cotton,Rabi,2012,5081,534.44,27.3,3000000,3172.45,37467.32
Anantapur,Maize,Kharif,2013,40222,1071.8,27.5,3300000,164764.74,162439.39
Sri Potti Sriramulu Nellore,Sugarcane,Kharif,2017,9933,637.19,26.64,3100000,785247.46,737928.11
Vizianagaram,Rice,Summer,2013,3671,315.15,29.29,3300000,10269.89,278828.15
Kurnool,Cotton,Summer,2016,44739,651.26,27.39,4200000,40172.76,50675.24
Prakasam,Rice,Summer,2021,48738,889.07,30.77,3300000,133735.03,354012.34
YSR Kadapa,Maize,Summer,2015,32217,528.92,34.38,3300000,138189.31,143365.03
Visakhapatnam,Maize,Kharif,2016,40155,688.79,32.79,3600000,161155.16,182740.46
Prakasam,Sugarcane,Kharif,2010,40601,351.04,26.71,3300000,2497738.93,942916.19
Visakhapatnam,Sugarcane,Kharif,2012,20008,829.28,30.46,3600000,1074130.41,871363.13
East Godavari,Chilies,Rabi,2015,22883,980.67,35.44,2100000,52242.46,15039.0
Chittoor,Maize,Rabi,2012,34282,671.98,23.09,2000000,127403.3,108756.28
Sri Potti Sriramulu Nellore,Cotton,Summer,2023,33974,678.21,23.25,3100000,20436.54,46042.32
Srikakulam,Rice,Rabi,2023,34715,379.45,30.9,3000000,141389.25,315604.0
YSR Kadapa,Groundnut,Kharif,2016,44401,481.75,32.23,3300000,55927.73,87764.37
West Godavari,Sugarcane,Summer,2018,16380,439.21,25.38,4300000,1309269.55,871852.66
Visakhapatnam,Groundnut,Summer,2012,19212,733.52,33.92,3600000,29940.15,62941.92
Prakasam,Cotton,Rabi,2023,29174,776.33,32.34,3300000,19061.53,45643.61
Sri Potti Sriramulu Nellore,Sugarcane,Summer,2010,7861,1154.05,36.77,3100000,410415.27,826960.38
Guntur,Groundnut,Rabi,2019,7094,365.91,24.7,2100000,11236.36,57726.49
YSR Kadapa,Cotton,Rabi,2022,40113,839.88,34.02,3300000,22948.71,33322.94
Guntur,Rice,Summer,2015,47728,773.85,23.34,2100000,123495.03,271438.26
Anantapur,Cotton,Rabi,2021,25363,764.61,31.04,3300000,22752.26,31480.22
Srikakulam,Chilies,Rabi,2010,23310,1085.84,30.83,3000000,47707.38,12118.77
West Godavari,Sugarcane,Rabi,2010,40300,484.98,28.21,4300000,2526987.37,1209626.24
East Godavari,Maize,Rabi,2023,6943,336.7,35.51,2100000,28425.66,122479.12
Prakasam,Rice,Summer,2017,15569,905.04,22.07,3300000,57487.97,491223.92
West Godavari,Groundnut,Kharif,2018,43616,610.64,30.32,4300000,67986.76,91979.15
Chittoor,Sugarcane,Kharif,2011,9793,315.83,25.47,2000000,744143.32,587924.44
Chittoor,Maize,Rabi,2018,39207,526.24,33.9,2000000,198257.7,123054.01
Prakasam,Cotton,Rabi,2014,26287,578.39,22.69,3300000,19626.22,38231.94
Kurnool,Maize,Rabi,2022,34971,855.15,35.3,4200000,123194.56,212513.01
East Godavari,Sugarcane,Kharif,2017,43351,455.33,35.41,2100000,2194179.06,578631.24
Sri Potti Sriramulu Nellore,Sugarcane,Rabi,2016,48179,671.75,35.33,3100000,2658375.98,855696.92
Visakhapatnam,Chilies,Summer,2016,32369,734.23,24.44,3600000,49443.64,19653.31
YSR Kadapa,Chilies,Summer,2013,24023,713.31,32.09,3300000,43302.25,21600.24
Kurnool,Maize,Summer,2011,46885,1176.55,22.23,4200000,199916.6,233743.98
Visakhapatnam,Cotton,Kharif,2014,24897,340.95,35.57,3600000,14496.04,47439.41
Visakhapatnam,Maize,Rabi,2023,24010,1155.87,33.57,3600000,109158.97,269267.96
Kurnool,Sugarcane,Rabi,2020,41154,823.74,30.5,4200000,2703496.14,826347.83
Anantapur,Sugarcane,Rabi,2020,36899,1016.15,33.69,3300000,3301249.83,820932.24
Guntur,Groundnut,Kharif,2012,21114,687.35,23.51,2100000,32970.49,44768.41
Visakhapatnam,Chilies,Kharif,2023,20050,708.45,30.46,3600000,46628.98,21309.48
Kurnool,Groundnut,Kharif,2018,22125,1091.39,26.66,4200000,40379.52,118599.86
Kurnool,Rice,Kharif,2015,29558,1106.34,37.56,4200000,127589.39,438187.31
Vizianagaram,Sugarcane,Summer,2010,45846,514.82,35.71,3300000,3244768.69,561443.4
West Godavari,Groundnut,Kharif,2012,21396,479.32,33.73,4300000,30105.63,116896.02
Krishna,Maize,Kharif,2021,28125,746.61,36.94,4200000,116584.76,249588.65
Anantapur,Chilies,Kharif,2013,23580,1110.25,27.55,3300000,44388.98,18390.58
Srikakulam,Chilies,Rabi,2018,39973,590.12,36.41,3000000,67508.72,13925.0
Krishna,Cotton,Rabi,2020,24574,886.81,27.2,4200000,17582.24,36329.87
West Godavari,Maize,Rabi,2015,25619,937.34,33.72,4300000,86045.19,213949.7
West Godavari,Cotton,Summer,2013,14869,1000.81,33.78,4300000,10249.65,56039.02
West Godavari,Groundnut,Summer,2010,1658,807.53,22.29,4300000,1880.58,93588.61
Krishna,Rice,Kharif,2017,48150,662.21,27.78,4200000,161089.28,503646.91
Prakasam,Maize,Rabi,2023,13122,1170.31,22.31,3300000,44151.35,141476.26
Guntur,Maize,Summer,2020,44827,850.2,37.95,2100000,173753.03,93058.36
Kurnool,Maize,Rabi,2011,14335,955.71,23.96,4200000,67392.79,169661.96
YSR Kadapa,Cotton,Summer,2020,22677,610.48,30.68,3300000,17578.98,41952.87
Guntur,Groundnut,Summer,2020,29223,902.95,34.65,2100000,55791.11,41374.96
East Godavari,Maize,Kharif,2017,30814,532.02,25.22,2100000,97212.27,155069.1
Prakasam,Maize,Kharif,2015,19075,520.59,29.76,3300000,92335.13,167626.65
Srikakulam,Chilies,Summer,2017,44185,943.25,31.72,3000000,75022.14,15817.99
Guntur,Rice,Kharif,2015,12258,769.26,24.56,2100000,54073.23,237015.01
YSR Kadapa,Chilies,Summer,2014,31527,914.95,34.46,3300000,52731.35,16886.08
Chittoor,Chilies,Summer,2014,11139,542.49,26.79,2000000,25579.09,13722.1
West Godavari,Rice,Rabi,2023,43325,838.85,25.38,4300000,111797.89,607738.25
Visakhapatnam,Groundnut,Kharif,2023,41503,699.54,30.93,3600000,67103.38,58156.22
East Godavari,Chilies,Kharif,2019,20514,837.26,28.57,2100000,34102.66,13211.76
Anantapur,Groundnut,Kharif,2019,21917,561.79,36.72,3300000,36232.2,84497.28
Srikakulam,Chilies,Rabi,2020,30097,943.91,36.08,3000000,65099.67,22094.96
East Godavari,Sugarcane,Rabi,2017,18788,1025.34,29.73,2100000,1649496.72,444897.36
West Godavari,Rice,Rabi,2016,26061,533.92,27.75,4300000,98146.26,402779.27
Visakhapatnam,Chilies,Kharif,2017,10947,570.56,27.21,3600000,20688.72,20959.32
Prakasam,Sugarcane,Kharif,2021,16544,895.04,26.28,3300000,945156.2,734770.73
Visakhapatnam,Cotton,Kharif,2017,21014,926.03,30.71,3600000,18399.36,48751.63
Krishna,Sugarcane,Rabi,2016,15795,933.69,34.88,4200000,851151.44,1203537.56
Visakhapatnam,Maize,Rabi,2011,33632,914.43,26.97,3600000,161044.83,154925.21
Krishna,Chilies,Summer,2020,20352,653.53,25.04,4200000,34533.3,29244.72
Prakasam,Sugarcane,Rabi,2018,24653,655.37,29.61,3300000,1750724.75,947944.55
Sri Potti Sriramulu Nellore,Groundnut,Summer,2022,2579,529.34,23.1,3100000,4091.2,89707.5
West Godavari,Cotton,Kharif,2016,32758,441.15,33.22,4300000,24044.21,57405.73
Krishna,Chilies,Rabi,2021,44755,923.32,30.29,4200000,98311.01,27708.61
Anantapur,Maize,Kharif,2020,39760,383.87,29.94,3300000,135204.7,133720.58
Visakhapatnam,Sugarcane,Kharif,2015,33818,1144.01,26.81,3600000,1706261.22,1039776.58
Visakhapatnam,Cotton,Kharif,2018,7452,1044.02,36.47,3600000,7604.38,37657.93
Anantapur,Chilies,Kharif,2022,38921,1071.76,23.45,3300000,69437.2,13674.96
Chittoor,Cotton,Rabi,2010,16340,1116.0,35.92,2000000,14746.23,21781.71
Kurnool,Maize,Kharif,2020,47668,667.74,28.03,4200000,191533.87,275729.34
Sri Potti Sriramulu Nellore,Sugarcane,Summer,2011,48738,1062.03,36.09,3100000,3757599.62,687808.56
Srikakulam,Cotton,Rabi,2022,3787,442.26,33.66,3000000,2322.38,39918.23
YSR Kadapa,Cotton,Kharif,2010,47149,319.48,23.67,3300000,38145.76,38167.36
Krishna,Rice,Rabi,2019,49357,1006.4,35.3,4200000,161578.09,424031.58
Anantapur,Cotton,Summer,2021,16839,367.32,32.91,3300000,13082.01,31087.28
YSR Kadapa,Rice,Kharif,2012,3155,1189.67,22.52,3300000,14131.36,361274.86
Prakasam,Sugarcane,Summer,2020,8019,907.32,24.14,3300000,438832.83,544541.19
Krishna,Chilies,Kharif,2014,21614,978.1,32.17,4200000,49834.11,23011.4
Kurnool,Chilies,Summer,2010,27190,521.22,32.6,4200000,48844.42,17808.72
YSR Kadapa,Sugarcane,Kharif,2013,41375,906.48,33.95,3300000,2531944.59,933176.17
Prakasam,Sugarcane,Rabi,2023,11928,338.9,33.52,3300000,720124.98,793872.24
East Godavari,Groundnut,Kharif,2022,49425,1054.04,32.55,2100000,67410.93,52593.66
West Godavari,Sugarcane,Rabi,2017,9598,452.66,34.26,4300000,614261.6,861896.12
Visakhapatnam,Cotton,Kharif,2015,45339,927.62,31.2,3600000,31282.03,34490.69
East Godavari,Chilies,Kharif,2022,21581,502.03,26.17,2100000,47499.6,13603.1
Krishna,Maize,Summer,2010,49974,361.61,36.6,4200000,145650.86,266720.13
Kurnool,Chilies,Summer,2021,45655,733.34,22.29,4200000,82122.05,18603.37
Sri Potti Sriramulu Nellore,Rice,Summer,2010,48796,452.36,27.86,3100000,148263.32,299785.18
YSR Kadapa,Chilies,Kharif,2012,49743,956.5,33.66,3300000,114493.54,24132.95
West Godavari,Groundnut,Kharif,2023,47607,513.81,28.83,4300000,56264.27,87111.48
Krishna,Sugarcane,Kharif,2019,14919,608.23,22.4,4200000,1320463.68,687188.93
Anantapur,Sugarcane,Rabi,2017,39180,810.7,23.06,3300000,2200418.61,557467.31
Guntur,Chilies,Rabi,2020,5499,556.47,32.38,2100000,10140.34,14099.89
Krishna,Maize,Kharif,2020,38677,640.19,37.44,4200000,126832.73,279301.89
West Godavari,Maize,Summer,2023,49246,1034.06,30.83,4300000,171773.74,229465.0
Visakhapatnam,Groundnut,Summer,2017,44862,461.29,30.11,3600000,77832.08,65321.32
Visakhapatnam,Rice,Summer,2022,26602,373.98,27.09,3600000,91788.87,413522.51
Krishna,Chilies,Kharif,2012,30692,595.52,26.11,4200000,48956.53,21678.76
Prakasam,Sugarcane,Summer,2016,41422,681.94,22.34,3300000,2110809.82,700773.38
Guntur,Chilies,Kharif,2021,49750,788.39,26.37,2100000,83376.0,10318.24
Anantapur,Groundnut,Rabi,2012,22760,635.18,29.19,3300000,43267.73,55704.04
Krishna,Cotton,Summer,2013,3920,1010.92,25.17,4200000,3785.75,56860.08
Prakasam,Cotton,Rabi,2018,25085,335.39,23.4,3300000,19347.64,40680.9
Visakhapatnam,Groundnut,Summer,2022,23925,688.59,33.48,3600000,35499.81,99665.61
Visakhapatnam,Sugarcane,Kharif,2013,6615,644.03,36.31,3600000,574005.89,829613.8
Kurnool,Groundnut,Kharif,2012,38083,882.82,36.99,4200000,60255.34,125117.21
Krishna,Sugarcane,Kharif,2014,46228,1169.65,31.89,4200000,3975248.2,1237964.65
Guntur,Maize,Kharif,2016,3783,759.34,22.84,2100000,15057.91,103976.09
Chittoor,Groundnut,Summer,2014,10605,1188.19,33.85,2000000,13045.08,42835.35
Guntur,Sugarcane,Rabi,2013,46557,572.02,23.76,2100000,3700766.26,557296.57
Visakhapatnam,Groundnut,Kharif,2017,45608,327.78,32.72,3600000,69495.37,96740.81
Visakhapatnam,Groundnut,Summer,2013,20192,449.1,34.47,3600000,33349.02,103499.24
East Godavari,Sugarcane,Rabi,2011,4331,655.61,33.61,2100000,240819.62,527874.35
Visakhapatnam,Sugarcane,Kharif,2019,32856,584.7,37.23,3600000,2503603.4,815460.97
Anantapur,Rice,Rabi,2022,3846,387.35,33.81,3300000,12510.04,351237.51
Srikakulam,Groundnut,Kharif,2023,34697,689.39,33.09,3000000,46799.24,65605.5
Krishna,Cotton,Rabi,2015,38586,604.3,26.19,4200000,34044.75,58601.91
YSR Kadapa,Groundnut,Rabi,2011,36030,410.36,36.8,3300000,57036.04,98076.41
Guntur,Groundnut,Kharif,2012,13775,566.51,24.87,2100000,22511.06,35126.13
Srikakulam,Sugarcane,Summer,2010,8549,1097.79,36.48,3000000,765511.56,723702.76
Prakasam,Groundnut,Rabi,2014,23437,571.84,27.0,3300000,39399.4,76826.49
Chittoor,Chilies,Kharif,2018,24958,942.56,24.08,2000000,54135.87,10633.0
Anantapur,Groundnut,Rabi,2011,25243,850.84,35.23,3300000,40444.28,92142.83
West Godavari,Chilies,Rabi,2021,43177,684.46,22.04,4300000,81106.14,25864.93
Vizianagaram,Cotton,Summer,2016,43424,515.12,35.31,3300000,41809.15,33632.98
Guntur,Sugarcane,Rabi,2014,29984,632.11,26.2,2100000,1948942.65,466566.59
Srikakulam,Groundnut,Rabi,2011,37942,832.9,36.16,3000000,63750.88,62985.75
West Godavari,Chilies,Kharif,2017,38538,615.68,33.06,4300000,67509.8,23672.79
Chittoor,Chilies,Kharif,2020,6833,493.41,32.66,2000000,10777.74,8498.86
East Godavari,Chilies,Summer,2022,24386,404.82,27.85,2100000,37937.69,9222.58
West Godavari,Maize,Rabi,2022,35813,1091.79,22.95,4300000,154817.5,265865.6
Anantapur,Rice,Rabi,2015,34805,696.28,35.28,3300000,109242.64,422019.8
Anantapur,Cotton,Rabi,2013,7242,862.69,24.73,3300000,5011.64,41105.93
YSR Kadapa,Groundnut,Summer,2022,29704,741.37,27.96,3300000,47017.08,88054.08
East Godavari,Maize,Rabi,2013,43419,1085.31,31.61,2100000,124248.13,153349.75
Vizianagaram,Groundnut,Kharif,2011,25832,792.24,29.72,3300000,32848.05,92560.57
Krishna,Groundnut,Summer,2012,13321,732.7,25.18,4200000,18069.84,91808.36
West Godavari,Sugarcane,Kharif,2016,39930,1132.14,24.25,4300000,3144555.01,818960.97
East Godavari,Sugarcane,Kharif,2012,33407,947.72,23.97,2100000,2401630.98,427684.55
Anantapur,Sugarcane,Summer,2022,5073,400.39,35.81,3300000,430959.07,799536.57
Anantapur,Maize,Kharif,2014,18667,459.93,22.5,3300000,67253.75,230892.06
Srikakulam,Groundnut,Rabi,2019,17035,1008.41,37.63,3000000,22431.64,77472.41
Visakhapatnam,Rice,Summer,2015,7732,1052.27,25.18,3600000,19482.43,424839.3
Vizianagaram,Cotton,Kharif,2015,4487,790.67,23.77,3300000,4562.49,40303.39
West Godavari,Sugarcane,Rabi,2023,35952,799.01,31.23,4300000,2518893.12,1006013.25
